beer_name,abv,isorganic,isretired,status,brewery,category_name,style_name,ibumin,ibumax,abvmin,abvmax,srmmin,srmmax,original_gravity,fgmin,fgmax,ibu
Wheat Of The Moment,5.7,Y,N,verified,Sierra Nevada Brewing Company,Hybrid/mixed Beer,Ale,10,35,3.5,5.5,4,10,1.036,1.006,1.018,25
Yippe Rye Aye!,5.9,N,N,verified,Sierra Nevada Brewing Company,Hybrid/mixed Beer,Ale,10,35,3.5,5.5,4,10,1.036,1.006,1.018,20
Zoomer,4.7,N,N,verified,New Holland Brewing Company,Hybrid/mixed Beer,Ale,10,35,3.5,5.5,4,10,1.036,1.006,1.018,23
Summer Gruit Ale,5.1,N,N,verified,Zero Gravity Craft Brewery,Hybrid/mixed Beer,Ale,10,35,3.5,5.5,4,10,1.036,1.006,1.018,60
30th Anniversary - Jack & Ken's Ale,10.2,N,Y,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,60,100,8.4,12,11,22,1.09,1.024,1.028,80
Barrel-Aged Bigfoot (Whiskey Barrels) (2015),11.9,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,60,100,8.4,12,11,22,1.09,1.024,1.028,69
Batch #2 Barleywine (2015),10.4,N,N,verified,Breckenridge Brewery,North American Origin Ales,Ale,60,100,8.4,12,11,22,1.09,1.024,1.028,82
Beer Camp: Dry-Hopped Barleywine-Style Ale (2017),9.4,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,60,100,8.4,12,11,22,1.09,1.024,1.028,90
Bigfoot (1997),9.6,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,60,100,8.4,12,11,22,1.09,1.024,1.028,97
Bigfoot (1996),9.6,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,60,100,8.4,12,11,22,1.09,1.024,1.028,67
Bigfoot (1998),9.6,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,60,100,8.4,12,11,22,1.09,1.024,1.028,60
Bigfoot (2001),9.6,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,60,100,8.4,12,11,22,1.09,1.024,1.028,90
Bigfoot (2002),9.6,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,60,100,8.4,12,11,22,1.09,1.024,1.028,90
Bigfoot (2003),9.6,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,60,100,8.4,12,11,22,1.09,1.024,1.028,90
Bigfoot (2004),9.6,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,60,100,8.4,12,11,22,1.09,1.024,1.028,90
Bigfoot (2005),9.6,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,60,100,8.4,12,11,22,1.09,1.024,1.028,90
Bigfoot (2015),9.6,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,60,100,8.4,12,11,22,1.096,1.024,1.028,90
Bigfoot (2007),9.6,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,60,100,8.4,12,11,22,1.09,1.024,1.028,90
Bigfoot (2017),9.6,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,60,100,8.4,12,11,22,1.09,1.024,1.028,81
Bigfoot (2006),9.6,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,60,100,8.4,12,11,22,1.09,1.024,1.028,78
Bigfoot (2014),9.6,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,60,100,8.4,12,11,22,1.09,1.024,1.028,84
Bigfoot (1999),9.6,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,60,100,8.4,12,11,22,1.09,1.024,1.028,74
Bigfoot (1994),9.6,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,60,100,8.4,12,11,22,1.09,1.024,1.028,66
Bigfoot (2000),9.6,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,60,100,8.4,12,11,22,1.09,1.024,1.028,68
Bigfoot (2016),9.6,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,60,100,8.4,12,11,22,1.09,1.024,1.028,90
Bigfoot (2018),9.6,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,60,100,8.4,12,11,22,1.09,1.024,1.028,90
Bigfoot Barrel-Aged,12.2,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,60,100,8.4,12,11,22,1.09,1.024,1.028,60
Existential,11.1,N,N,verified,New Holland Brewing Company,North American Origin Ales,Ale,60,100,8.4,12,11,22,1.09,1.024,1.028,96
Fusion 18,10,N,N,verified,Lagunitas Brewing Company,North American Origin Ales,Ale,60,100,8.4,12,11,22,1.09,1.024,1.028,63
GnarlyWine,10.6,N,N,verified,Lagunitas Brewing Company,North American Origin Ales,Ale,60,100,8.4,12,11,22,1.09,1.024,1.028,79
Old Double Bagger Barleywine,13.2,N,N,verified,Oskar Blues Brewery,North American Origin Ales,Ale,60,100,8.4,12,11,22,1.09,1.024,1.028,70
Portsmouth Barleywine,11,N,N,verified,Portsmouth Brewery,North American Origin Ales,Ale,60,100,8.4,12,11,22,1.09,1.024,1.028,100
Sweetwater Donkey Punch!,10.2,N,N,verified,SweetWater Brewing Company,North American Origin Ales,Ale,60,100,8.4,12,11,22,1.09,1.024,1.028,91
Trip in the Woods: Barrel Aged Ginger Bigfoot,11.4,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,60,100,8.4,12,11,22,1.09,1.024,1.028,89
Winter Haze,8.5,N,N,verified,Last Name Brewing,North American Origin Ales,Ale,60,100,8.4,12,11,22,1.088,1.024,1.028,62
Bigfoot,9.6,N,N,verified,Sierra Nevada Brewing Company,British Origin Ales,Ale,40,60,8.4,12,14,22,1.085,1.024,1.028,90
Shipwrecker Circus,10.5,N,N,verified,Oskar Blues Brewery,British Origin Ales,Ale,40,60,8.4,12,14,22,1.085,1.024,1.028,48
16 So Fine Red Wheat Wine,11,N,N,verified,SweetWater Brewing Company,North American Origin Ales,Ale,45,85,8.4,12,8,15,1.088,1.024,1.032,74
Pilgrim's Dole,12,N,N,verified,New Holland Brewing Company,North American Origin Ales,Ale,45,85,8.4,12,8,15,1.115,1.024,1.032,30
Scare City 4 Imperial Wheat Wine,9.7,N,N,verified,Lagunitas Brewing Company,North American Origin Ales,Ale,45,85,8.4,12,8,15,1.088,1.024,1.032,74
Wheat Wine,11.5,N,N,verified,Portsmouth Brewery,North American Origin Ales,Ale,45,85,8.4,12,8,15,1.088,1.024,1.032,78
Yadig? Berliner Hopfenweissen,4.3,N,N,verified,Oskar Blues Brewery,North American Origin Ales,Ale,45,85,8.4,12,8,15,1.088,1.024,1.032,35
Alt Route - Beer Camp Across America (2014),6.6,N,N,verified,Sierra Nevada Brewing Company,German Origin Ales,Hybrid,25,52,4.3,5.5,11,19,1.057,1.008,1.014,50
Audition - Altbier,6.6,N,N,verified,Sierra Nevada Brewing Company,German Origin Ales,Hybrid,25,52,4.3,5.5,11,19,1.044,1.008,1.014,27
Doppel Sticky,7.7,N,N,verified,Lagunitas Brewing Company,German Origin Ales,Hybrid,25,52,4.3,5.5,11,19,1.075,1.008,1.014,66
Amber Beer,5,N,N,verified,Dock Street Brewery,North American Origin Ales,Hybrid,30,40,4.5,6,11,18,1.048,1.012,1.018,34
Avalanche Ale,4.4,N,N,verified,Breckenridge Brewery,North American Origin Ales,Hybrid,30,40,4.5,6,11,18,1.048,1.012,1.018,19
Budweiser American Ale,5.1,N,N,verified,Anheuser-Busch InBev,North American Origin Ales,Hybrid,30,40,4.5,6,11,18,1.048,1.012,1.018,36
Censored (Kronik),6.75,N,N,verified,Lagunitas Brewing Company,North American Origin Ales,Hybrid,30,40,4.5,6,11,18,1.048,1.012,1.018,33
Censored Imperial Stout,9.9,N,N,verified,Lagunitas Brewing Company,North American Origin Ales,Hybrid,30,40,4.5,6,11,18,1.048,1.012,1.018,33
Censored Rich Copper Ale,6.75,N,N,verified,Lagunitas Brewing Company,North American Origin Ales,Hybrid,30,40,4.5,6,11,18,1.048,1.012,1.018,30
Flipside Red IPA,6.2,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Hybrid,30,40,4.5,6,11,18,1.057,1.012,1.018,60
Fresh Hops of Bel-Air,5.5,N,N,verified,Oskar Blues Brewery,North American Origin Ales,Hybrid,30,40,4.5,6,11,18,1.048,1.012,1.018,35
Fusion 24,5.7,N,N,verified,Lagunitas Brewing Company,North American Origin Ales,Hybrid,30,40,4.5,6,11,18,1.048,1.012,1.018,35
Hoppy Amber Ale - Mountain Series,6.4,N,N,verified,Breckenridge Brewery,North American Origin Ales,Hybrid,30,40,4.5,6,11,18,1.048,1.012,1.018,39
Imperial Red Ale,7.8,N,N,verified,Lagunitas Brewing Company,North American Origin Ales,Hybrid,30,40,4.5,6,11,18,1.048,1.012,1.018,84
Lucky 13,8.3,N,N,verified,Lagunitas Brewing Company,North American Origin Ales,Hybrid,30,40,4.5,6,11,18,1.048,1.012,1.018,76.92
Quinn's Amber Ale,4.8,N,N,verified,Wachusett Brewing Company,North American Origin Ales,Hybrid,30,40,4.5,6,11,18,1.048,1.012,1.018,19
Red Between the Lines,6.2,N,N,verified,Last Name Brewing,North American Origin Ales,Hybrid,30,40,4.5,6,11,18,1.064,1.012,1.018,50
Red-oric - Beer Camp #65 (Best Of Beer Camp: Imperial Red Ale),8,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Hybrid,30,40,4.5,6,11,18,1.048,1.012,1.018,40
Revered Red,5.4,N,N,verified,Wachusett Brewing Company,North American Origin Ales,Hybrid,30,40,4.5,6,11,18,1.048,1.012,1.018,33
Rustiek-Barrel Aged Belgian Amber Ale,9.4,N,N,verified,New Holland Brewing Company,North American Origin Ales,Hybrid,30,40,4.5,6,11,18,1.048,1.012,1.018,38
Safari Amber,5,N,N,verified,Anheuser-Busch InBev,North American Origin Ales,Hybrid,30,40,4.5,6,11,18,1.048,1.012,1.018,31
SideCar,5.6,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Hybrid,30,40,4.5,6,11,18,1.048,1.012,1.018,31
Sundog,4.5,N,N,verified,New Holland Brewing Company,North American Origin Ales,Hybrid,30,40,4.5,6,11,18,1.053,1.012,1.018,33
The 1759,9,N,N,verified,Guinness,North American Origin Ales,Hybrid,30,40,4.5,6,11,18,1.048,1.012,1.018,39
Mach 25 Intergalactic Planetary Ale,5,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Hybrid,30,40,4.5,6,11,18,1.048,1.012,1.018,35
Red Tulip,5.25,N,N,verified,New Holland Brewing Company,North American Origin Ales,Hybrid,30,40,4.5,6,11,18,1.048,1.012,1.018,40
Barrel-Aged Porter,7.4,N,N,verified,Sierra Nevada Brewing Company,Hybrid/mixed Beer,Hybrid,25,45,4,6.4,15,26,1.04,1.01,1.018,30
Grandma's Closet,7.6,N,N,verified,Sierra Nevada Brewing Company,Hybrid/mixed Beer,Hybrid,25,45,5,15,15,26,1.04,1.01,1.018,25
Holidale,7.4,N,N,verified,Breckenridge Brewery,Hybrid/mixed Beer,Hybrid,25,45,5,15,15,26,1.04,1.01,1.018,30
Holidale (2016),10.3,N,N,verified,Breckenridge Brewery,Hybrid/mixed Beer,Hybrid,25,45,5,15,15,26,1.04,1.01,1.018,38
Holidale (2017),8.8,N,N,verified,Breckenridge Brewery,Hybrid/mixed Beer,Hybrid,25,45,5,15,15,26,1.04,1.01,1.018,22
Marilla Trail,10.1,N,N,verified,New Holland Brewing Company,Hybrid/mixed Beer,Hybrid,25,45,5,15,15,26,1.04,1.01,1.018,33
Ovila Dubbel Barrel-Aged,10.8,N,N,verified,Sierra Nevada Brewing Company,Hybrid/mixed Beer,Hybrid,25,45,5,15,15,26,1.04,1.01,1.018,40
Single Barrel Rompo,6.2,Y,N,verified,Jackalope Brewing Company,Hybrid/mixed Beer,Hybrid,25,45,5,15,15,26,1.04,1.01,1.018,37
Well Built,8.8,N,N,verified,Breckenridge Brewery,Hybrid/mixed Beer,Hybrid,25,45,5,15,15,26,1.04,1.01,1.018,55
Buffalo Trace Barrel-Aged Bearwalker,9.3,Y,N,verified,Jackalope Brewing Company,Hybrid/mixed Beer,Hybrid,25,45,3.75,6.5,15,26,1.04,1.01,1.018,25
Dragon's Milk Reserve: Raspberry Lemon,11,N,N,verified,New Holland Brewing Company,Hybrid/mixed Beer,Hybrid,25,45,3.75,6.5,15,26,1.04,1.01,1.018,26
Dragon's Milk Reserve with Raspberries,11,N,N,verified,New Holland Brewing Company,Hybrid/mixed Beer,Hybrid,25,45,3.75,6.5,15,26,1.096,1.01,1.018,31
Trip in the Woods NARWHAL,9.8,N,N,verified,Sierra Nevada Brewing Company,Hybrid/mixed Beer,Hybrid,25,45,3.75,6.5,15,26,1.04,1.01,1.018,43
Fils à Papa IV,6.5,N,N,verified,Brouwerij De Leite,Hybrid/mixed Beer,Hybrid,25,45,4,12,15,26,1.096,1.01,1.018,35
Incorrigible Reserve,4.5,N,N,verified,New Holland Brewing Company,Hybrid/mixed Beer,Hybrid,25,45,5,11,15,26,1.04,1.01,1.018,5
Sour Cherry Ten FIDY,10,N,N,verified,Oskar Blues Brewery,Hybrid/mixed Beer,Hybrid,25,45,4,13,15,26,1.04,1.01,1.018,33
The Pit & The Pendulum with Cherries,6.1,N,N,verified,SweetWater Brewing Company,Hybrid/mixed Beer,Hybrid,25,45,5,12,15,26,1.096,1.01,1.018,12
WTFarmhouse,8.41,N,N,verified,Lagunitas Brewing Company,Hybrid/mixed Beer,Hybrid,25,45,4,12,15,26,1.04,1.01,1.018,33
19 - Golden Belgian Style Ale,7,N,N,verified,SweetWater Brewing Company,Hybrid/mixed Beer,Hybrid,25,45,5,12,15,26,1.04,1.01,1.018,33
Johnny Appleseed,5.5,N,N,verified,Anheuser-Busch InBev,"Mead, Cider, & Perry",Hybrid,8,20,5,8,5,7,1.045,1,1.02,15
Hop-Scotch,6.2,N,N,verified,Zero Gravity Craft Brewery,"Mead, Cider, & Perry",Hybrid,8,20,6,9,4,8,1.05,0.995,1.01,14
21st Anniversary,7.9,N,N,verified,SweetWater Brewing Company,Belgian And French Origin Ales,Hybrid,15,25,4.8,6.5,12,20,1.044,1.008,1.016,7
Cuvee Mam'zelle,8.5,N,N,verified,Brouwerij De Leite,Belgian And French Origin Ales,Hybrid,15,25,4.8,6.5,12,20,1.044,1.008,1.016,21
Spinnerbait,6,N,N,verified,SweetWater Brewing Company,Belgian And French Origin Ales,Hybrid,15,25,4.8,6.5,12,20,1.044,1.008,1.016,25
Blue,4.6,N,N,verified,SweetWater Brewing Company,Hybrid/mixed Beer,Hybrid,5,70,2.5,12,5,50,1.03,1.006,1.03,12
Blueberry Ale,4.5,N,N,verified,Wachusett Brewing Company,Hybrid/mixed Beer,Hybrid,5,70,2.5,12,5,50,1.03,1.006,1.03,10
Blueberry Porter,8,Y,N,verified,Jackalope Brewing Company,Hybrid/mixed Beer,Hybrid,5,70,2.5,12,5,50,1.03,1.006,1.03,5
Bud Light Blends Lemon,3.5,N,N,verified,Anheuser-Busch InBev,Hybrid/mixed Beer,Hybrid,5,70,2.5,12,5,50,1.03,1.006,1.03,67
Bud Light Radler - Grapefuit,2.4,N,N,verified,Anheuser-Busch InBev,Hybrid/mixed Beer,Hybrid,5,70,2.5,12,5,50,1.03,1.006,1.03,8
Buddha's Hand - Mountain Series,6,N,N,verified,Breckenridge Brewery,Hybrid/mixed Beer,Hybrid,5,70,2.5,12,5,50,1.03,1.006,1.03,18
Envious (2012),7.5,N,N,verified,New Holland Brewing Company,Hybrid/mixed Beer,Hybrid,5,70,2.5,12,5,50,1.0703,1.006,1.03,13
Gr8ful Anniversary Ale,5.2,N,N,verified,Zero Gravity Craft Brewery,Hybrid/mixed Beer,Hybrid,5,70,2.5,12,5,50,1.03,1.006,1.03,19
kolsch TEST DUMMIES,6.4,N,N,verified,Sierra Nevada Brewing Company,Hybrid/mixed Beer,Hybrid,5,70,2.5,12,5,50,1.03,1.006,1.03,48
Lost Dune,5.5,N,N,verified,New Holland Brewing Company,Hybrid/mixed Beer,Hybrid,5,70,2.5,12,5,50,1.053,1.006,1.03,30
Passion Blaster,6,N,N,verified,New Holland Brewing Company,Hybrid/mixed Beer,Hybrid,5,70,2.5,12,5,50,1.03,1.006,1.03,15
Peach/Blueberry Hefeweizen,8,Y,N,verified,Jackalope Brewing Company,Hybrid/mixed Beer,Hybrid,5,70,2.5,12,5,50,1.03,1.006,1.03,53
Rascal's Wild Red,8,N,N,verified,Anheuser-Busch InBev,Hybrid/mixed Beer,Hybrid,5,70,2.5,12,5,50,1.03,1.006,1.03,31
Shadow's Wild Black,8,N,N,verified,Anheuser-Busch InBev,Hybrid/mixed Beer,Hybrid,5,70,2.5,12,5,50,1.03,1.006,1.03,55
Wango Mango,6,N,N,verified,Oskar Blues Brewery,Hybrid/mixed Beer,Hybrid,5,70,2.5,12,5,50,1.03,1.006,1.03,48
Witbier with Grapefruit,7,N,N,verified,Sierra Nevada Brewing Company,Hybrid/mixed Beer,Hybrid,5,70,2.5,12,5,50,1.03,1.006,1.03,22
Wild Blue Blueberry Lager,8,N,N,verified,Anheuser-Busch InBev,Belgian And French Origin Ales,Hybrid,15,21,5.6,8.6,16,25,1.04,1.008,1.016,15
Four Roses Rompo,6.2,Y,N,verified,Jackalope Brewing Company,Hybrid/mixed Beer,Hybrid,10,15,4.9,5.5,4,25,1.047,1.008,1.016,11
Hurricane,5.9,N,N,verified,Anheuser-Busch InBev,North American Lager,Hybrid,12,23,6.25,7.5,2,5,1.05,1.004,1.01,20
Hurricane High Gravity,8,N,N,verified,Anheuser-Busch InBev,North American Lager,Hybrid,12,23,6.25,7.5,2,5,1.05,1.004,1.01,17
King Cobra,6,N,N,verified,Anheuser-Busch InBev,North American Lager,Hybrid,12,23,6.25,7.5,2,5,1.05,1.004,1.01,19
Sweetwater Dank Tank Big Ol' Belgian Blue Balls,9,N,N,verified,SweetWater Brewing Company,Hybrid/mixed Beer,Hybrid,5,85,2.5,12,1,100,1.03,1.006,1.03,63
Puff The Magic Cyser,8.5,N,N,verified,New Holland Brewing Company,"Mead, Cider, & Perry",Hybrid,5,85,2.5,12,1,100,1.03,1.006,1.03,47
Rye Way 117,7.4,N,N,verified,Sierra Nevada Brewing Company,Hybrid/mixed Beer,Hybrid,5,100,2.5,12,1,100,1.03,1.006,1.03,41
Christmas Jam,4.2,N,N,verified,Sierra Nevada Brewing Company,Hybrid/mixed Beer,Hybrid,10,30,4,5.1,2,2,1.034,1.004,1.01,23
Fusion 16,4.8,N,N,verified,Lagunitas Brewing Company,Hybrid/mixed Beer,Hybrid,10,30,4,5.1,2,2,1.034,1.004,1.01,54
Pacific Daylight,3.9,N,N,verified,Last Name Brewing,Hybrid/mixed Beer,Hybrid,10,30,4,5.1,2,2,1.038,1.004,1.01,11
Xtra Time,4.4,N,N,verified,New Holland Brewing Company,Hybrid/mixed Beer,Hybrid,10,30,4,5.1,2,2,1.034,1.004,1.01,11
Smoke on The Water,7,N,N,verified,Oskar Blues Brewery,Hybrid/mixed Beer,Hybrid,20,40,5,8.7,20,20,1.04,1.006,1.014,25
Triple Smoked Cubcrawler,6,Y,N,verified,Jackalope Brewing Company,Hybrid/mixed Beer,Hybrid,20,40,5,8.7,20,20,1.04,1.006,1.014,38
Beer Camp: Dry-Hopped Berliner-Style Weisse (2017),4.2,N,N,verified,Sierra Nevada Brewing Company,German Origin Ales,Hybrid,3,6,2.8,3.4,2,4,1.036,1.004,1.006,10
Bernie Weisse,3.2,N,N,verified,Zero Gravity Craft Brewery,German Origin Ales,Hybrid,3,6,2.8,3.4,2,4,1.031,1.004,1.006,5
Citrus And Vanilla Berlinerweisse,4.7,N,N,verified,Portsmouth Brewery,German Origin Ales,Hybrid,3,6,2.8,3.4,2,4,1.028,1.004,1.006,0
Johnny Berliner,4,N,N,verified,Dock Street Brewery,German Origin Ales,Hybrid,3,6,2.8,3.4,2,4,1.028,1.004,1.006,5
Aunt Sally,5.7,N,N,verified,Lagunitas Brewing Company,North American Origin Ales,Hybrid,15,21,5,8.9,6,13,1.061,1.008,1.016,15
Blue Sunday,7,N,N,verified,New Holland Brewing Company,North American Origin Ales,Hybrid,9,23,6.3,8.9,6,13,1.049,1,1.01,18
Cherry Jane,5.5,N,N,verified,Lagunitas Brewing Company,North American Origin Ales,Hybrid,15,21,5,8.9,6,13,1.063,1.008,1.016,9
Dark Swan,8.7,N,N,verified,Lagunitas Brewing Company,North American Origin Ales,Hybrid,15,21,5,8.9,6,13,1.052,1.008,1.016,16
De Achste Hond Peach Sour,7,N,N,verified,Laughing Dog Brewing,North American Origin Ales,Hybrid,15,21,5,8.9,6,13,1.063,1.008,1.016,27
Funk Vessel,6.5,N,N,verified,New Holland Brewing Company,North American Origin Ales,Hybrid,9,23,6.3,8.9,6,13,1.049,1,1.01,15
Hop And Sour,4.4,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Hybrid,15,21,5,8.9,6,13,1.047,1.008,1.016,16
Incorrigible,4.5,N,N,verified,New Holland Brewing Company,North American Origin Ales,Hybrid,15,21,5,8.9,6,13,1.072,1.008,1.016,3
Mungo Berry,4.8,N,N,verified,Zero Gravity Craft Brewery,North American Origin Ales,Hybrid,9,23,6.3,8.9,6,13,1.049,1,1.01,16
Plum Jasmine Gose,9.6,N,N,verified,Lagunitas Brewing Company,North American Origin Ales,Hybrid,15,21,5,8.9,6,13,1.052,1.008,1.016,19
Sour Inc: Honey Ginger,4.5,N,N,verified,New Holland Brewing Company,North American Origin Ales,Hybrid,15,21,5,8.9,6,13,1.058,1.008,1.016,16
Sour Pineapple,6.1,N,N,verified,Lagunitas Brewing Company,North American Origin Ales,Hybrid,15,21,5,8.9,6,13,1.053,1.008,1.016,16
Strawberry Moon,4.3,N,N,verified,Zero Gravity Craft Brewery,North American Origin Ales,Hybrid,9,23,6.3,8.9,6,13,1.043,1.008,1.016,10
Summer in Berlin,5,N,N,verified,Dock Street Brewery,North American Origin Ales,Hybrid,9,23,6.3,8.9,6,13,1.049,1.01,1.02,22
Tropical Lover,4.3,N,N,verified,SweetWater Brewing Company,North American Origin Ales,Hybrid,15,21,5,8.9,6,13,1.071,1.008,1.016,17
Cambium,5.8,N,N,verified,SweetWater Brewing Company,Hybrid/mixed Beer,Hybrid,15,21,5,8.9,6,13,1.055,1.002,1.006,20
Cherry Hotside Sour,4.8,N,N,verified,Lagunitas Brewing Company,Hybrid/mixed Beer,Hybrid,15,21,5,8.9,6,13,1.063,1.007,1.012,16
Cuvée Jeune Homme,6.5,N,N,verified,Brouwerij De Leite,Hybrid/mixed Beer,Hybrid,15,21,5,8.9,6,13,1.055,1.002,1.016,17
Funkytown,6,N,N,verified,Zero Gravity Craft Brewery,Hybrid/mixed Beer,Hybrid,9,23,6.3,8.9,6,13,1.049,1,1.01,17
HotSide Sour Mashed DayTime,4.65,N,N,verified,Lagunitas Brewing Company,Hybrid/mixed Beer,Hybrid,9,23,6.3,8.9,6,13,1.05,1,1.01,16
Mischievous,5.5,N,N,verified,New Holland Brewing Company,Hybrid/mixed Beer,Hybrid,9,23,6.3,8.9,6,13,1.055,1,1.01,14
The Pit & The Pendulum,8.3,N,N,verified,SweetWater Brewing Company,Hybrid/mixed Beer,Hybrid,9,23,6.3,8.9,6,13,1.051,1,1.01,30
Through the Brambles,6.3,N,N,verified,SweetWater Brewing Company,Hybrid/mixed Beer,Hybrid,9,23,6.3,8.9,6,13,1.049,1,1.01,2
ABLE Best Britter,4.3,N,N,verified,Sierra Nevada Brewing Company,British Origin Ales,Hybrid,28,40,4.1,4.8,6,14,1.038,1.006,1.012,39
Balls Deep,9,N,N,verified,SweetWater Brewing Company,Hybrid/mixed Beer,Hybrid,5,100,2.5,25,1,100,1.03,1.006,1.03,25
Brux,8.3,N,N,verified,Sierra Nevada Brewing Company,Hybrid/mixed Beer,Hybrid,5,100,2.5,25,1,100,1.03,1.006,1.03,91
CAUTE DE CHAMPLAIN,6.1,N,N,verified,Zero Gravity Craft Brewery,Hybrid/mixed Beer,Hybrid,5,100,2.5,25,1,100,1.055,1.006,1.03,33
Dry-Hopped Censored Ale,6.7,N,N,verified,Lagunitas Brewing Company,Hybrid/mixed Beer,Hybrid,5,100,2.5,25,1,100,1.03,1.006,1.03,34
el Mole Ocho (2011),8.4,N,N,verified,New Holland Brewing Company,Hybrid/mixed Beer,Hybrid,5,100,2.5,25,1,100,1.03,1.006,1.03,47
Estate Ale,6.7,Y,N,verified,Sierra Nevada Brewing Company,Hybrid/mixed Beer,Hybrid,5,100,2.5,25,1,100,1.069,1.006,1.03,67
Fusion 22,7.8,N,N,verified,Lagunitas Brewing Company,Hybrid/mixed Beer,Hybrid,5,100,2.5,25,1,100,1.03,1.006,1.03,56
Holiday Ale (2011),7.6,N,N,verified,Lagunitas Brewing Company,Hybrid/mixed Beer,Hybrid,5,100,2.5,25,1,100,1.03,1.006,1.03,63.21
Holiday Leftovers Ale,7.6,N,N,verified,Lagunitas Brewing Company,Hybrid/mixed Beer,Hybrid,5,100,2.5,25,1,100,1.03,1.006,1.03,63.21
Hop Smack Double,8.1,N,N,verified,Sierra Nevada Brewing Company,Hybrid/mixed Beer,Hybrid,5,100,2.5,25,1,100,1.03,1.006,1.03,22
Oskar the GasRauch,8.5,N,N,verified,Oskar Blues Brewery,Hybrid/mixed Beer,Hybrid,5,100,2.5,25,1,100,1.03,1.006,1.03,21
Sacramento Beer Week Beer,9,N,N,verified,Lagunitas Brewing Company,Hybrid/mixed Beer,Hybrid,5,100,2.5,25,1,100,1.03,1.006,1.03,14
Sakitumi,9,N,N,verified,Lagunitas Brewing Company,Hybrid/mixed Beer,Hybrid,5,100,2.5,25,1,100,1.03,1.006,1.03,42
Solar Coaster,6.1,N,N,verified,New Holland Brewing Company,Hybrid/mixed Beer,Hybrid,5,100,2.5,25,1,100,1.03,1.006,1.03,28
Terra Incognita,8.5,N,N,verified,Sierra Nevada Brewing Company,Hybrid/mixed Beer,Hybrid,5,100,2.5,25,1,100,1.069,1.006,1.03,38.5
Beer Camp: Raspberry Sundae Ale (2017),8,N,N,verified,Sierra Nevada Brewing Company,Hybrid/mixed Beer,Hybrid,5,70,2.5,12,5,50,1.076,1.006,1.03,10
Beer Camp: Thai-Style Iced Tea (2017),7.2,N,N,verified,Sierra Nevada Brewing Company,Hybrid/mixed Beer,Hybrid,5,70,2.5,12,5,50,1.075,1.006,1.03,12
Bud Extra,6.6,N,N,verified,Anheuser-Busch InBev,Hybrid/mixed Beer,Hybrid,5,70,2.5,12,5,50,1.03,1.006,1.03,31
Christmas Chub,8,N,N,verified,Oskar Blues Brewery,Hybrid/mixed Beer,Hybrid,5,70,2.5,12,5,50,1.03,1.006,1.03,28
El Mole Ocho,10,N,N,verified,New Holland Brewing Company,Hybrid/mixed Beer,Hybrid,5,70,2.5,12,5,50,1.03,1.006,1.03,16.4
Festive Ale (2013),8.5,N,N,verified,SweetWater Brewing Company,Hybrid/mixed Beer,Hybrid,5,70,2.5,12,5,50,1.03,1.006,1.03,25
Jack's Pumpkin Spice Ale,5.5,N,N,verified,Anheuser-Busch InBev,Hybrid/mixed Beer,Hybrid,5,70,2.5,12,5,50,1.03,1.006,1.03,42
SweetWater Festive Ale,8.5,N,N,verified,SweetWater Brewing Company,Hybrid/mixed Beer,Hybrid,5,70,2.5,12,5,50,1.03,1.006,1.03,66
Wintertide Ale,6,N,N,verified,Sierra Nevada Brewing Company,Hybrid/mixed Beer,Hybrid,5,70,2.5,12,5,50,1.03,1.006,1.03,20
XMas Chub,8,N,N,verified,Oskar Blues Brewery,Hybrid/mixed Beer,Hybrid,5,70,2.5,12,5,50,1.03,1.006,1.03,53
